ID,PACKAGE_ID,NAME,CODE
69fbd1e6-cbc0-400c-931d-bda8f7739563,4e7da483-ec21-42f8-8891-5b90e5bcf41c,"Piling (MMS, Inverter, LT Cable Hangers) + IDT Civil & Structural",
b945ee4b-8489-4497-969a-eb2800ebeb1d,4e7da483-ec21-42f8-8891-5b90e5bcf41c,"Module Installation, Robot Works, IDT Fencing & Gravel Laying",
3f59cc55-e1d9-41e5-a93e-58461ba0062f,4e7da483-ec21-42f8-8891-5b90e5bcf41c,"Piling + IDT Civil & Structural",
2dd1ba3d-de63-42af-9b9d-26a15c0f53a0,4e7da483-ec21-42f8-8891-5b90e5bcf41c,"MMS Installation",
9bea160b-a706-47b8-ba6c-30dfa52b8e30,0d8bc81e-698e-48c7-b768-077a533a346e,"AC / LT Network",
2ad96a6f-f3f8-46e3-87a2-be1b902a3dd0,0d8bc81e-698e-48c7-b768-077a533a346e,"DC Network",
