ID,PERSONNEL_ID,DESIGN_ELEMENT_ID,ROLE_ID,PACKAGE_ID,ASSIGNED_AT,UNASSIGNED_AT
d7537b3b-6bff-421c-b0b9-7c96f1e9d826,734c8f76-f34a-4d58-8d25-3e4e6b372612,995eea17-9bb8-4961-897e-5ef4ab519364,b72e5169-9fea-4a99-9693-16cd4f8380f3,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
a7ac5fae-97f6-472a-b034-e1f0b8126429,734c8f76-f34a-4d58-8d25-3e4e6b372612,b529a7dc-1e0b-4b58-8d33-e321d4d366a9,b72e5169-9fea-4a99-9693-16cd4f8380f3,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
97791f74-e601-4359-8814-0af6de8dad72,734c8f76-f34a-4d58-8d25-3e4e6b372612,bf3dcb33-189d-46e2-8423-7c59a9d4ca4b,b72e5169-9fea-4a99-9693-16cd4f8380f3,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
4916a5d9-61c2-4e55-8428-dd81d17135aa,734c8f76-f34a-4d58-8d25-3e4e6b372612,c6500c53-405d-4b2d-a029-6f3ed353e803,b72e5169-9fea-4a99-9693-16cd4f8380f3,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
e0b4d9a2-bc97-489b-8a74-ecb03422d2d4,734c8f76-f34a-4d58-8d25-3e4e6b372612,c6f9366b-10c2-4ecb-b998-56a47fdaf936,b72e5169-9fea-4a99-9693-16cd4f8380f3,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
42afc89b-5b25-4773-ac46-68a2579d3aa6,734c8f76-f34a-4d58-8d25-3e4e6b372612,d002a8a2-287e-41dd-a45b-f25cb5e27542,b72e5169-9fea-4a99-9693-16cd4f8380f3,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
d98715b4-cb30-4b63-8bad-13050fe0eb87,734c8f76-f34a-4d58-8d25-3e4e6b372612,d6cb1ace-6efe-4a27-95c3-747e23b9a3f0,b72e5169-9fea-4a99-9693-16cd4f8380f3,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
8c5bb2e6-b8c3-4b3c-9c3e-9f0617cce680,734c8f76-f34a-4d58-8d25-3e4e6b372612,da347f1e-b37c-44b4-b262-45ac67e7cbe6,b72e5169-9fea-4a99-9693-16cd4f8380f3,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
2bd7e5ea-c963-4539-a468-c76fb9cf5d9c,734c8f76-f34a-4d58-8d25-3e4e6b372612,df62cfe1-305a-42ee-963e-53a22c715e9b,b72e5169-9fea-4a99-9693-16cd4f8380f3,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
99c4306c-2f99-4427-9efa-b3a83fbc643d,734c8f76-f34a-4d58-8d25-3e4e6b372612,e53522ef-7da9-407e-a308-0c8bc2ee32d3,b72e5169-9fea-4a99-9693-16cd4f8380f3,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
cacf09c8-61bc-4294-88b2-68d877202438,734c8f76-f34a-4d58-8d25-3e4e6b372612,f4b3ce70-be11-474e-97f3-c118163288c1,b72e5169-9fea-4a99-9693-16cd4f8380f3,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
4a7ca430-f9fe-46a4-a50b-ddeb50e85435,734c8f76-f34a-4d58-8d25-3e4e6b372612,fff04755-55e2-4ee4-b9e5-386dcdc71522,b72e5169-9fea-4a99-9693-16cd4f8380f3,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
2e145783-65d3-4e9c-a6d9-a0550f512f65,1db2573d-2b7a-4726-b37c-e324941a9e87,5f10d4da-d762-44a0-aeaf-09f5e53915c8,b72e5169-9fea-4a99-9693-16cd4f8380f3,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
4a7ca430-f9fe-46a4-a50b-dd5b50e85435,ebc71fa1-3800-4618-b2b0-0646e80fcb92,f3a34036-3b7a-418c-99e3-4f37dc7785e4,b72e5169-9fea-4a99-9693-16cd4f8380f3,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
1db342dc-4504-49f1-a639-7a06438dad91,109a889e-6ca3-4773-96ac-48d5a10eff57,f3a34036-3b7a-418c-99e3-4f37dc7785e4,456d1289-470a-4592-aeed-ef7be0f1ffcf,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
ff59bcd4-3c1e-4bba-b249-3fd6e76a7ca0,3fdcc4ec-6658-41ec-819d-d096537e505f,f3a34036-3b7a-418c-99e3-4f37dc7785e4,ef8bd7f3-bba0-4b39-8eb6-9fe5c1aadeba,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:02:06.171Z,
c16efaed-8b3d-46d3-b602-fdf426886f2e,fb139529-acc5-48c7-9be7-49a2c35f0d1f,4f44553d-7f0a-4b1e-a729-62e9aa5aadcf,d0cad15e-b95a-4016-a16c-66775d7b8d80,4e7da483-ec21-42f8-8891-5b90e5bcf41c,2025-10-26T16:01:13.509Z,

