ID,INSPECTION_POINT_ID,CHECKLIST_ID
ae72c7ea-ece5-4ce8-ab0f-bcc5216d404d,787e5546-9a2c-4c01-8649-775fffcd348c,fe0e7320-0d2f-40d5-8366-63b731d305d0
92efc6aa-5f33-4265-afa5-e48ee3dcc14a,787e5546-9a2c-4c01-8649-775fffcd348c,d16c4f7b-51b6-48e5-89bc-7ec3f0b64d48
6e3c054e-8aa7-4690-bb98-8fd6a61583fd,db099d5f-a49a-4164-992f-3d3784b9c901,f4b9b300-e820-441a-967d-ada96af47bd1
462513d6-9044-4805-ac6c-3fafb3b48bf7,db099d5f-a49a-4164-992f-3d3784b9c901,ab60fd38-5609-4314-96a0-66897e61a377
206a2190-bb11-4d60-a100-9f0ed5e6afc9,cd12d169-ee27-4ef5-a765-16d4a4dae1e0,548a3ef4-30d2-47b4-beae-17b6185a11f1
abe7d207-5e47-4626-ac50-81519da7dd40,cd12d169-ee27-4ef5-a765-16d4a4dae1e0,21c1cd87-30d7-4324-b87c-3ed0bfd02d47
5e4ac73f-f9e2-492d-8fd8-b7930877fa2e,cd12d169-ee27-4ef5-a765-16d4a4dae1e0,343f0961-ef5d-4910-b16e-0f1e62568ac4
137168f0-d19f-49f7-b016-49e67ed5d391,c0a2cbf3-d09e-400d-b213-31c6c5b952e5,13bc6e39-8d9a-43a0-8df5-bdb6f4697faa
919e76d3-e462-4987-bf36-fe8e59e817c9,1453170f-1484-4cec-81ed-4ddc7435501e,580fc3aa-2438-46ed-8e17-a334ddf1709f
96771072-8ff4-4d7f-8256-c633505c6ddd,c4948481-8aaa-45f9-b35e-74c809db9d2e,07a0f8c5-0add-4ab8-9afa-e78ba536cfeb
b769ef0d-7d70-4235-b927-f8d07914641f,76fb38bf-8b98-4b09-8417-b6ced9a20248,46a45844-acb9-4d5d-b31f-4973ff4808b1
5dcfbaf9-0d05-46a6-abd0-5e7acc69884c,336cc294-bfc3-4bbc-b88c-f142727f0d2f,47a0f5ff-9978-4abf-98a3-d1c99f095e15
8e0224a3-ee52-493a-b466-a6478b370d26,c69c84a8-1aff-46b3-8870-99fd7f5d97c9,a658477a-782f-4078-988a-3af38cf951be
b611f4f1-3f9f-4919-a940-003cb9935993,bb6682dc-0d65-410e-8aa8-9bdc72728b22,c473d177-ebaa-4307-b5a8-0fdfdc0e4525
63704504-ec57-442d-b8fd-31ef5990236a,68db6732-9255-4563-ba0c-7274133774f6,4742d355-0541-4309-9d05-e07823a83821
aa923295-09f9-4272-a7ab-19d217202e27,dfe9cdd0-8637-46c0-a0f5-37ddecd1e683,73216aa0-2eab-4bf0-ac79-e69854cfb3c1
9ceece2f-0570-4a2c-8a71-79f19b2b0538,f15dc0ea-bb30-4301-a00d-becb58dfa9dc,1398c6c8-5d2c-4913-b229-37496ac6d3ba
78e10b30-dce0-41dd-98e7-2e3e066be9ab,9ac2c97b-7d95-4fcd-acfd-8356faa2fe21,4027b03d-2fdb-4a2d-b5d8-44284b9ccd85
735d4c41-1f87-4d3c-9e87-df2fb2cb1ab7,2fa4d11b-3953-45cc-bf7a-e6951009efb9,7444a79d-ea52-4fc7-81b3-2c5574e94a5c
28134649-05b8-4fee-acde-33dbccceb47c,99c2556d-a6b1-4f36-b132-03f47d01d070,043f0e1a-2cac-47bd-9273-b2bddb48975d
3bd2b807-4225-4879-9ba6-29b720520cd0,e2df17dd-8d0b-4c9d-a5cc-0fee50352680,2cecf7a5-0363-4436-a637-d8ae2619bd8f
1576b32a-9430-4b6f-90fa-6fb78e6ebdd5,acc217e0-5810-4b9f-a4fd-91d7f7e8e70a,addf1012-2f04-490d-8130-c513bf5773b2
dc1adbb5-9324-4dd7-9859-deb8ee32a707,ac4e41aa-07c8-44ba-b88f-6080acaa05c4,c975927e-b36c-47cd-9810-fe0c26706d81
b90d8957-ad80-449d-baef-e74d2546d704,da8090f2-0b7f-4fdc-8ab6-60fc04512188,17d6b538-ab06-4bc4-9849-fcfed77d61ee
37475ee4-d1a1-45d5-b6a5-ca85c836ec71,cff1d54e-bbd4-4949-94f0-d5ff135c4133,e330d1e9-3e7c-4712-8c2e-2d5cc7b94c4b
c564c2e8-ee73-453f-999e-06c7d55334e9,5abf02d6-8a6e-4a71-ad20-00cd194288b4,25489e21-44a3-4d6a-8a13-907282e52d60
47b8b6a0-c6d5-4068-ab9b-3d694b2d8ad0,b37e3e5e-3222-40ea-993f-4cd475053228,addf1012-2f04-490d-8130-c513bf5773b2
80eb2894-9017-4147-a8f4-31903ff8baba,0265eeee-3838-430f-9e2e-fce17c6c70e2,7444a79d-ea52-4fc7-81b3-2c5574e94a5c
