ID,LOCATION_ID,NAME,DESIGN_ELEMENT_ID
0199cecd-525d-7350-8c41-6ad9431d029f,2cbfd077-d795-48fa-9790-0762d60f1e8e,S05b,f3a34036-3b7a-418c-99e3-4f37dc7785e4
